Loan_Type,Income,LoanAmount,Tenure,DownPayment,Credit_History,Dependents,Education,EmploymentType,Experience,LoanPurpose,PropertyValue,GoldValue,SecurityValue,CoApplicantIncome,Loan_Approved
Home,190394,4408089,24,251498,1,0,Graduate,Salaried,22,Refinance,4827740.0,,,,0
Home,185068,2596467,360,442479,1,1,Graduate,Self-Employed,10,Renovation,3502629.0,,,,1
Home,180727,4788419,36,965897,1,4,Not Graduate,Business Owner,30,Education,6354431.0,,,,0
Home,178213,3192679,60,209476,0,0,Graduate,Self-Employed,6,Education,3448459.0,,,,0
Home,109075,4618039,120,1116979,1,3,Graduate,Salaried,2,Purchase,6391335.0,,,,1
Home,141429,2936712,24,225316,1,4,Not Graduate,Salaried,2,Business Expansion,4811750.0,,,,0
Home,110707,2276833,12,569859,1,0,Graduate,Business Owner,19,Purchase,4031168.0,,,,0
Home,171367,3782282,360,978418,0,2,Not Graduate,Freelancer,8,Renovation,4591260.0,,,,0
Home,106752,379885,240,56508,1,2,Not Graduate,Business Owner,29,Purchase,1976791.0,,,,1
Home,56469,1675421,120,445864,1,1,Not Graduate,Freelancer,8,Renovation,3164750.0,,,,1
Home,131839,3190784,36,627855,1,4,Graduate,Freelancer,24,Business Expansion,3688441.0,,,,0
Home,135564,1474391,180,205309,1,1,Not Graduate,Salaried,23,Education,2690801.0,,,,1
Home,156130,3247459,240,336250,0,4,Graduate,Salaried,6,Renovation,3864761.0,,,,0
Home,180770,2311871,24,216621,1,3,Graduate,Self-Employed,20,Education,3577815.0,,,,1
Home,128611,392736,24,95569,1,1,Not Graduate,Salaried,25,Renovation,906199.0,,,,1
Home,124184,2390319,12,316455,0,3,Not Graduate,Business Owner,12,Business Expansion,3989853.0,,,,0
Home,93946,4977246,120,1230417,0,1,Not Graduate,Freelancer,5,Education,5361980.0,,,,0
Home,34413,4794920,240,1076426,1,0,Not Graduate,Business Owner,9,Purchase,5479032.0,,,,1
Home,36231,4457522,24,1166143,1,2,Not Graduate,Salaried,15,Purchase,5137716.0,,,,0
Home,86880,358305,240,98585,1,0,Not Graduate,Salaried,5,Purchase,2306881.0,,,,1
Home,89082,4429037,60,1238457,0,1,Graduate,Salaried,27,Business Expansion,6350572.0,,,,0
Home,166988,2053411,60,394519,1,0,Not Graduate,Business Owner,12,Business Expansion,3594681.0,,,,1
Home,179296,2088388,360,397259,0,2,Not Graduate,Business Owner,2,Purchase,2820784.0,,,,0
Home,157485,1526736,24,362427,1,1,Not Graduate,Business Owner,0,Business Expansion,1904478.0,,,,1
Home,130930,3588456,120,379269,0,3,Graduate,Self-Employed,9,Refinance,4057904.0,,,,0
Home,134097,4473813,24,550545,0,0,Graduate,Salaried,18,Purchase,4721089.0,,,,0
Home,17470,2578891,120,305369,1,1,Not Graduate,Freelancer,25,Renovation,3313832.0,,,,0
Home,105506,3799717,60,315669,1,0,Not Graduate,Freelancer,11,Renovation,4479981.0,,,,0
Home,139086,129976,120,25790,0,0,Not Graduate,Self-Employed,17,Refinance,1575352.0,,,,0
Home,37143,693667,180,87714,0,2,Graduate,Self-Employed,0,Refinance,2176522.0,,,,0
Home,179731,3695567,240,426448,0,0,Graduate,Business Owner,10,Refinance,4126642.0,,,,0
Home,181820,2453903,36,553056,1,1,Not Graduate,Freelancer,7,Education,3308266.0,,,,1
Home,145857,4391497,24,1310231,0,0,Graduate,Salaried,10,Purchase,4740867.0,,,,0
Home,131044,1570654,36,439561,0,3,Graduate,Salaried,18,Education,2646541.0,,,,0
Home,118789,1773153,120,396138,1,0,Not Graduate,Self-Employed,13,Education,3765366.0,,,,1
Home,133909,1393778,180,343907,0,3,Graduate,Salaried,28,Renovation,2031694.0,,,,0
Home,76656,83209,12,4856,1,2,Graduate,Self-Employed,29,Business Expansion,378762.0,,,,1
Home,16831,2104137,360,624123,0,3,Not Graduate,Freelancer,6,Education,3099734.0,,,,0
Home,47960,3366708,60,699593,1,3,Not Graduate,Business Owner,17,Education,3984454.0,,,,0
Home,83926,2830681,180,231068,0,3,Not Graduate,Self-Employed,13,Renovation,4680212.0,,,,0
Home,81274,3243636,360,291608,1,3,Not Graduate,Freelancer,25,Purchase,3667383.0,,,,1
Home,37418,1443176,60,132219,0,0,Not Graduate,Self-Employed,23,Purchase,2270567.0,,,,0
Home,167462,2540022,24,260057,1,4,Not Graduate,Freelancer,1,Purchase,3918859.0,,,,0
Home,136236,4388727,60,721214,0,2,Graduate,Salaried,17,Business Expansion,5239703.0,,,,0
Home,114873,963049,120,166796,0,3,Not Graduate,Self-Employed,2,Business Expansion,2652246.0,,,,0
Home,67968,3175142,360,948799,1,4,Not Graduate,Freelancer,26,Purchase,5100273.0,,,,1
Home,70111,4672615,360,559252,1,1,Graduate,Business Owner,14,Refinance,5722584.0,,,,1
Home,191313,4329981,60,660111,0,0,Not Graduate,Salaried,8,Education,5286946.0,,,,0
Home,140959,778719,240,155127,1,2,Graduate,Self-Employed,2,Renovation,2034201.0,,,,1
Home,92982,2070724,120,194690,0,1,Graduate,Self-Employed,9,Refinance,3644040.0,,,,0
Home,173636,1196990,24,165127,1,3,Not Graduate,Salaried,6,Refinance,1981147.0,,,,1
Home,125420,3085858,180,909387,0,4,Graduate,Business Owner,26,Business Expansion,4264918.0,,,,0
Home,158629,3827154,24,660536,0,2,Graduate,Salaried,15,Purchase,4393375.0,,,,0
Home,23065,4572192,36,494697,1,1,Graduate,Freelancer,27,Business Expansion,6187336.0,,,,0
Home,152080,4671700,60,1142145,0,3,Graduate,Business Owner,18,Purchase,6089479.0,,,,0
Home,153576,4760517,36,1069043,0,2,Graduate,Self-Employed,2,Renovation,5027639.0,,,,0
Home,41547,913600,240,172572,1,0,Graduate,Self-Employed,9,Renovation,1136913.0,,,,1
Home,49495,2616015,60,149043,0,1,Graduate,Business Owner,7,Purchase,4255863.0,,,,0
Home,123598,1125629,180,80302,0,2,Graduate,Business Owner,9,Business Expansion,2402953.0,,,,0
Home,183786,1327009,120,273611,1,0,Not Graduate,Self-Employed,4,Business Expansion,2466488.0,,,,1
Home,105135,4600599,240,845806,0,2,Not Graduate,Self-Employed,29,Purchase,5519124.0,,,,0
Home,114810,893529,120,148644,0,2,Graduate,Self-Employed,4,Refinance,2428375.0,,,,0
Home,189986,3434496,360,236237,0,0,Not Graduate,Self-Employed,9,Business Expansion,4501373.0,,,,0
Home,80649,3065841,360,672574,0,2,Not Graduate,Self-Employed,24,Renovation,4235718.0,,,,0
Home,150422,4666302,120,1122940,1,3,Not Graduate,Freelancer,18,Business Expansion,5101802.0,,,,1
Home,173914,1837479,24,189696,1,0,Not Graduate,Self-Employed,16,Business Expansion,3525100.0,,,,1
Home,54923,4679694,24,287717,1,1,Not Graduate,Salaried,26,Refinance,6138240.0,,,,0
Home,43265,1241764,36,125946,1,1,Graduate,Self-Employed,19,Education,2149871.0,,,,0
Home,181018,176243,60,20493,1,4,Graduate,Self-Employed,10,Education,718355.0,,,,1
Home,150416,543238,24,119312,1,2,Not Graduate,Business Owner,29,Renovation,2161190.0,,,,1
Home,68428,4002737,180,328901,1,0,Not Graduate,Salaried,28,Purchase,5001451.0,,,,1
Home,148176,4201323,36,933405,1,4,Graduate,Self-Employed,2,Education,4487000.0,,,,0
Home,158794,1689698,36,229345,1,3,Graduate,Freelancer,27,Renovation,2743202.0,,,,1
Home,95689,3231473,12,723782,0,3,Graduate,Business Owner,12,Renovation,3762170.0,,,,0
Home,127758,703778,120,112214,1,2,Graduate,Self-Employed,13,Purchase,1120655.0,,,,1
Home,35912,4834956,240,1027702,0,2,Not Graduate,Freelancer,12,Renovation,6628991.0,,,,0
Home,139473,120582,360,20702,1,2,Graduate,Salaried,0,Renovation,1502180.0,,,,1
Home,96722,3246023,240,725447,1,0,Not Graduate,Salaried,29,Education,4529104.0,,,,1
Home,180270,1784924,36,127833,1,3,Not Graduate,Salaried,25,Business Expansion,3290143.0,,,,1
Home,146784,3423225,360,317878,1,3,Not Graduate,Salaried,26,Business Expansion,4031959.0,,,,1
Home,154881,4350923,240,751615,0,3,Graduate,Self-Employed,16,Renovation,5494879.0,,,,0
Home,154374,4202347,120,789350,1,4,Not Graduate,Business Owner,16,Renovation,4942029.0,,,,1
Home,40902,3342724,360,285387,0,4,Graduate,Self-Employed,30,Renovation,3867872.0,,,,0
Home,104816,3383664,180,388819,0,2,Not Graduate,Freelancer,23,Refinance,3742734.0,,,,0
Home,86129,3081304,240,264718,1,4,Not Graduate,Freelancer,14,Purchase,4792415.0,,,,1
Home,34414,2936383,36,816083,1,3,Graduate,Freelancer,21,Renovation,4024231.0,,,,0
Home,118381,4436438,180,661376,0,3,Graduate,Self-Employed,6,Purchase,4698117.0,,,,0
Home,106087,1244807,24,81859,1,4,Not Graduate,Self-Employed,10,Education,1578022.0,,,,1
Home,114442,1850259,120,487252,1,4,Not Graduate,Business Owner,6,Business Expansion,2592333.0,,,,1
Home,151986,3106718,60,602239,1,1,Graduate,Freelancer,1,Refinance,4440839.0,,,,1
Home,172010,4468096,24,334706,0,3,Not Graduate,Business Owner,28,Business Expansion,5730625.0,,,,0
Home,169604,1212696,180,307643,0,3,Graduate,Business Owner,26,Refinance,2120530.0,,,,0
Home,106927,1067937,240,98480,0,4,Not Graduate,Business Owner,15,Renovation,2154752.0,,,,0
Home,65125,518740,60,105135,0,3,Graduate,Business Owner,0,Business Expansion,981796.0,,,,0
Home,148654,2997808,120,882430,0,3,Not Graduate,Self-Employed,4,Education,4763196.0,,,,0
Home,53352,3085514,24,627159,1,3,Graduate,Salaried,16,Renovation,4678332.0,,,,0
Home,84299,2545518,36,569779,1,0,Not Graduate,Salaried,7,Purchase,2844786.0,,,,0
Home,167351,4251171,360,244623,0,4,Not Graduate,Self-Employed,25,Purchase,5924050.0,,,,0
Home,175741,193826,36,42432,1,0,Graduate,Freelancer,16,Refinance,1825692.0,,,,1
Home,127729,543759,60,86785,0,2,Graduate,Self-Employed,13,Refinance,1609820.0,,,,0
Home,139011,1029838,120,233780,1,3,Graduate,Business Owner,1,Refinance,1283986.0,,,,1
Home,39888,4091474,36,644656,0,2,Graduate,Freelancer,29,Renovation,5565698.0,,,,0
Home,133838,3114948,12,781733,0,4,Graduate,Business Owner,7,Business Expansion,3960552.0,,,,0
Home,154620,2232438,12,201714,0,0,Not Graduate,Freelancer,30,Education,2941449.0,,,,0
Home,161754,2744352,240,540644,1,1,Not Graduate,Salaried,25,Education,3547673.0,,,,1
Home,123677,4994931,180,843996,0,3,Not Graduate,Salaried,19,Business Expansion,5815343.0,,,,0
Home,39496,2412403,24,153676,0,4,Graduate,Self-Employed,15,Education,4288377.0,,,,0
Home,186145,1817170,12,406665,1,3,Graduate,Self-Employed,4,Refinance,2450313.0,,,,0
Home,48758,432739,360,49122,0,1,Not Graduate,Self-Employed,18,Refinance,675233.0,,,,0
Home,124261,4039698,240,296522,0,1,Graduate,Salaried,4,Education,5655132.0,,,,0
Home,155370,1799410,36,380235,0,2,Graduate,Business Owner,0,Education,2985442.0,,,,0
Home,141765,114756,36,34145,1,2,Graduate,Freelancer,1,Business Expansion,2058152.0,,,,1
Home,179961,1444769,12,76333,1,1,Graduate,Self-Employed,4,Business Expansion,2098331.0,,,,0
Home,46869,3532262,12,707160,0,0,Graduate,Salaried,4,Purchase,4703459.0,,,,0
Home,190741,4132563,12,1135813,0,4,Graduate,Business Owner,5,Purchase,5877870.0,,,,0
Home,38764,2695765,120,698954,1,0,Not Graduate,Business Owner,15,Education,2969282.0,,,,1
Home,71505,4955554,360,1048235,1,3,Not Graduate,Self-Employed,16,Purchase,6358646.0,,,,1
Home,33862,2623430,360,613646,1,2,Not Graduate,Business Owner,3,Purchase,3832818.0,,,,1
Home,30737,746859,240,119171,0,3,Graduate,Salaried,15,Refinance,1318984.0,,,,0
Home,72735,2229739,120,405004,1,4,Not Graduate,Freelancer,1,Education,3270536.0,,,,1
Home,119135,1742281,24,452992,0,0,Graduate,Self-Employed,14,Renovation,3720489.0,,,,0
Home,19985,1436332,36,287100,0,2,Not Graduate,Salaried,26,Refinance,2733589.0,,,,0
Home,107048,3689870,360,476991,0,0,Not Graduate,Salaried,4,Refinance,4960863.0,,,,0
Home,48870,2303050,60,306101,1,2,Not Graduate,Business Owner,12,Refinance,3930209.0,,,,0
Home,42616,743958,36,129164,0,0,Not Graduate,Self-Employed,24,Refinance,2381953.0,,,,0
Home,73495,1740868,120,210750,0,0,Not Graduate,Self-Employed,1,Renovation,2617448.0,,,,0
Home,76347,261231,60,66158,0,2,Graduate,Salaried,12,Purchase,2224352.0,,,,0
Home,156568,1205401,36,324491,1,4,Not Graduate,Self-Employed,23,Refinance,1889713.0,,,,1
Home,176531,4286227,180,338880,0,0,Not Graduate,Business Owner,25,Education,4642083.0,,,,0
Home,124217,1853379,180,256599,0,2,Not Graduate,Freelancer,14,Purchase,3646314.0,,,,0
Home,183581,3258614,120,568767,1,3,Graduate,Business Owner,28,Renovation,3484395.0,,,,1
Home,187714,1849413,36,110487,0,2,Not Graduate,Business Owner,6,Purchase,2465083.0,,,,0
Home,145258,4347328,240,775533,1,4,Not Graduate,Salaried,28,Education,5772626.0,,,,1
Home,146434,3501951,24,365472,0,0,Graduate,Salaried,9,Education,5297685.0,,,,0
Home,28840,3609254,180,455919,0,1,Not Graduate,Self-Employed,30,Refinance,5033087.0,,,,0
Home,73405,3516217,120,663378,1,2,Graduate,Business Owner,6,Purchase,4022117.0,,,,1
Home,145075,531014,36,75189,1,4,Not Graduate,Freelancer,19,Refinance,1978306.0,,,,1
Home,60975,3314932,180,846380,1,0,Not Graduate,Self-Employed,19,Education,3904631.0,,,,1
Home,26363,550770,24,155573,0,1,Graduate,Business Owner,4,Purchase,1686684.0,,,,0
Home,187947,3855472,24,1086653,1,1,Not Graduate,Freelancer,17,Refinance,4489607.0,,,,0
Home,43973,1144223,60,279395,1,0,Graduate,Freelancer,25,Education,2536512.0,,,,1
Home,182362,4219300,360,1061255,1,3,Graduate,Freelancer,3,Refinance,4780928.0,,,,1
Home,45209,486071,180,61102,0,0,Not Graduate,Business Owner,19,Business Expansion,1567095.0,,,,0
Home,87633,2900380,120,224504,0,2,Graduate,Self-Employed,0,Business Expansion,4838485.0,,,,0
Home,77453,2383862,12,198188,0,1,Graduate,Salaried,0,Refinance,2943691.0,,,,0
Home,74131,3703633,36,1071429,0,2,Graduate,Self-Employed,27,Business Expansion,5652431.0,,,,0
Home,120063,194911,24,34065,1,1,Not Graduate,Salaried,15,Education,395618.0,,,,1
Home,167280,3574658,12,575405,1,4,Graduate,Freelancer,10,Refinance,4322426.0,,,,0
Home,136922,1609289,24,422094,1,1,Not Graduate,Self-Employed,10,Purchase,3306779.0,,,,1
Home,28194,4978074,120,544323,1,1,Graduate,Salaried,10,Renovation,5580480.0,,,,0
Home,55306,4065447,60,366228,1,3,Graduate,Business Owner,10,Purchase,4551988.0,,,,0
Home,170250,1930819,24,251898,0,0,Not Graduate,Self-Employed,19,Education,2978637.0,,,,0
Home,54822,3964682,240,705606,1,4,Graduate,Salaried,1,Education,4942764.0,,,,1
Home,72994,2477016,120,166637,0,1,Graduate,Freelancer,26,Business Expansion,4087559.0,,,,0
Home,149334,4958369,360,1072436,1,0,Not Graduate,Business Owner,0,Education,5961258.0,,,,1
Home,42474,3792391,60,903021,1,0,Not Graduate,Self-Employed,21,Education,4646107.0,,,,0
Home,108380,1405868,36,180277,1,3,Graduate,Salaried,8,Purchase,2213721.0,,,,1
Home,150689,3316095,60,965780,0,2,Not Graduate,Salaried,26,Education,3667963.0,,,,0
Home,81512,2725963,360,651834,0,4,Graduate,Business Owner,23,Purchase,3047496.0,,,,0
Home,40850,4816333,60,1367075,1,4,Graduate,Business Owner,22,Refinance,6812060.0,,,,0
Home,30688,4363589,60,611748,0,4,Graduate,Freelancer,17,Purchase,5316259.0,,,,0
Home,131926,1134866,60,302626,0,0,Graduate,Salaried,7,Education,2029322.0,,,,0
Home,163248,1892252,12,395504,0,3,Not Graduate,Freelancer,15,Refinance,3438948.0,,,,0
Home,36104,4328077,36,578980,0,4,Not Graduate,Business Owner,0,Refinance,4841502.0,,,,0
Home,98550,1979603,24,300588,0,4,Graduate,Salaried,3,Refinance,3887952.0,,,,0
Home,131224,3311979,240,305265,1,1,Graduate,Freelancer,12,Refinance,4993299.0,,,,1
Home,59609,4761751,240,626747,1,0,Graduate,Business Owner,22,Renovation,5805800.0,,,,1
Home,86818,4899882,24,691499,0,4,Graduate,Business Owner,27,Renovation,5748062.0,,,,0
Home,77889,2778500,60,292454,1,2,Graduate,Business Owner,20,Refinance,4472701.0,,,,0
Home,130955,3465315,36,564621,0,3,Graduate,Business Owner,22,Education,5177356.0,,,,0
Home,36268,2723764,240,158029,1,1,Graduate,Self-Employed,8,Refinance,2939634.0,,,,1
Home,179743,4122914,120,625425,0,1,Not Graduate,Salaried,9,Education,5285956.0,,,,0
Home,197655,4244165,36,1146431,1,4,Not Graduate,Self-Employed,6,Business Expansion,6123743.0,,,,1
Home,67603,832116,24,237447,1,1,Graduate,Freelancer,11,Renovation,1924745.0,,,,1
Home,118744,4099535,24,373461,1,1,Not Graduate,Freelancer,11,Renovation,5857920.0,,,,0
Home,36156,402852,180,49957,0,4,Not Graduate,Salaried,23,Purchase,1929632.0,,,,0
Home,123088,4172299,120,254042,0,3,Graduate,Business Owner,9,Purchase,5822341.0,,,,0
Home,154533,2160063,180,326592,1,0,Not Graduate,Salaried,8,Education,3921026.0,,,,1
Home,101174,4507632,36,827755,0,1,Graduate,Self-Employed,19,Education,6368120.0,,,,0
Home,23139,626115,120,32056,1,3,Not Graduate,Salaried,19,Education,2036074.0,,,,1
Home,152189,3916204,120,977524,0,0,Graduate,Self-Employed,21,Education,4891315.0,,,,0
Home,199639,4013111,360,446574,0,2,Not Graduate,Business Owner,8,Business Expansion,5206851.0,,,,0
Home,148139,183224,36,53746,1,0,Graduate,Salaried,7,Business Expansion,1542958.0,,,,1
Home,134926,4584035,24,667619,0,1,Not Graduate,Salaried,1,Refinance,6305205.0,,,,0
Home,148685,3400291,60,252493,0,4,Graduate,Business Owner,4,Purchase,4677386.0,,,,0
Home,126344,4530699,24,991136,1,1,Not Graduate,Freelancer,17,Refinance,5639538.0,,,,0
Home,86395,2281439,240,391058,0,2,Graduate,Business Owner,0,Renovation,3773047.0,,,,0
Home,94525,2683991,24,665183,0,4,Not Graduate,Freelancer,26,Education,3270255.0,,,,0
Home,90517,1429813,60,252757,1,3,Not Graduate,Business Owner,27,Education,3331796.0,,,,1
Home,84025,2781683,180,791801,0,2,Not Graduate,Salaried,4,Refinance,3438858.0,,,,0
Home,29949,2376096,180,446521,1,2,Graduate,Freelancer,10,Renovation,3687167.0,,,,1
Home,85932,729113,36,111406,0,3,Not Graduate,Business Owner,29,Education,2590455.0,,,,0
Home,59600,4660482,360,845897,1,2,Not Graduate,Freelancer,17,Purchase,6080943.0,,,,1
Home,191890,644164,24,56192,0,0,Graduate,Self-Employed,6,Refinance,987651.0,,,,0
Home,99382,2296268,180,574845,0,4,Graduate,Business Owner,7,Business Expansion,2810735.0,,,,0
Home,194900,2753173,180,754320,1,2,Not Graduate,Freelancer,6,Education,4665589.0,,,,1
Home,69377,4676440,24,541335,0,1,Graduate,Business Owner,30,Renovation,6525556.0,,,,0
Home,142821,3687277,180,270376,0,3,Not Graduate,Self-Employed,3,Renovation,4059406.0,,,,0
Home,72457,1298956,24,272545,0,1,Graduate,Freelancer,10,Renovation,3004803.0,,,,0
Home,117309,598788,60,30220,1,0,Not Graduate,Freelancer,8,Business Expansion,1687822.0,,,,1
Home,132173,470745,60,104423,1,1,Not Graduate,Freelancer,27,Education,2124002.0,,,,1
Home,170225,1777687,36,228928,1,4,Graduate,Freelancer,25,Renovation,3186205.0,,,,1
Home,135291,734552,24,48634,0,4,Not Graduate,Self-Employed,23,Renovation,2549978.0,,,,0
Home,127633,433861,24,108830,0,4,Graduate,Business Owner,18,Refinance,2282625.0,,,,0
Home,183147,3418170,120,571531,1,0,Graduate,Freelancer,19,Business Expansion,4323728.0,,,,1
Home,25791,1664075,60,472651,0,1,Graduate,Salaried,21,Purchase,2932847.0,,,,0
Home,143814,2746035,240,342490,0,3,Graduate,Self-Employed,28,Renovation,3033351.0,,,,0
Home,87452,467703,24,106448,1,4,Not Graduate,Self-Employed,10,Business Expansion,1930390.0,,,,1
Home,89231,2195793,240,516203,1,1,Graduate,Self-Employed,14,Business Expansion,3860798.0,,,,1
Home,159363,4788505,12,431512,1,2,Not Graduate,Self-Employed,23,Refinance,6437740.0,,,,0
Home,179038,4386635,24,517633,1,0,Not Graduate,Self-Employed,7,Renovation,5953221.0,,,,0
Home,98561,4560781,360,546374,0,0,Not Graduate,Salaried,5,Refinance,5564884.0,,,,0
Home,91777,767658,60,220960,0,2,Not Graduate,Self-Employed,23,Renovation,2593070.0,,,,0
Home,22486,835785,240,73146,1,0,Graduate,Self-Employed,16,Renovation,2722012.0,,,,1
Home,25568,2961148,12,575202,1,0,Not Graduate,Business Owner,30,Refinance,3407732.0,,,,0
Home,70656,3225732,12,303303,0,0,Graduate,Self-Employed,26,Renovation,4002971.0,,,,0
Home,27853,3148550,24,858474,1,0,Not Graduate,Freelancer,1,Business Expansion,3761258.0,,,,0
Home,136668,2624027,360,463328,1,1,Not Graduate,Salaried,23,Renovation,3804676.0,,,,1
Home,142364,1270985,180,292669,0,1,Not Graduate,Business Owner,24,Education,2422372.0,,,,0
Home,175474,2503308,120,510873,0,0,Not Graduate,Self-Employed,20,Purchase,3081961.0,,,,0
Home,47439,2104133,60,251576,1,1,Not Graduate,Salaried,10,Purchase,3967687.0,,,,0
Home,43494,4570550,240,1046949,0,1,Graduate,Self-Employed,16,Refinance,6165217.0,,,,0
Home,41147,948051,12,64642,1,0,Not Graduate,Salaried,4,Purchase,2864084.0,,,,0
Home,167706,4063897,360,873681,0,1,Graduate,Freelancer,8,Refinance,4676711.0,,,,0
Home,138964,4808376,120,622611,0,4,Graduate,Salaried,3,Renovation,6474313.0,,,,0
Home,15653,4164872,360,574960,1,1,Not Graduate,Business Owner,15,Renovation,5745561.0,,,,0
Home,73413,2281890,60,288944,0,3,Not Graduate,Freelancer,10,Business Expansion,4270281.0,,,,0
Home,67369,486970,24,116558,1,0,Not Graduate,Self-Employed,0,Education,1408291.0,,,,1
Home,22042,4437514,12,1114002,0,3,Graduate,Self-Employed,22,Refinance,4934318.0,,,,0
Home,78256,3917976,180,514226,0,3,Not Graduate,Business Owner,19,Education,5211632.0,,,,0
Home,162233,2761929,180,283594,0,4,Not Graduate,Self-Employed,2,Refinance,4286229.0,,,,0
Home,120612,624989,180,90822,0,2,Graduate,Freelancer,9,Purchase,2150855.0,,,,0
Home,110835,1178606,60,168969,1,2,Not Graduate,Freelancer,22,Purchase,1552269.0,,,,1
Home,157675,3467271,240,495343,1,1,Graduate,Salaried,11,Education,4675431.0,,,,1
