Loan_Type,Income,LoanAmount,Tenure,DownPayment,Credit_History,Dependents,Education,EmploymentType,Experience,LoanPurpose,PropertyValue,GoldValue,SecurityValue,CoApplicantIncome,Loan_Approved
Business,167666,590082,24,162071,0,1,Not Graduate,Freelancer,27,Business Expansion,,,,,0
Business,88896,255494,180,52993,1,2,Not Graduate,Business Owner,25,Business Expansion,,,,,1
Business,94596,3044166,60,785554,1,0,Not Graduate,Self-Employed,15,Education,,,,,1
Business,69138,1191911,12,327953,1,2,Not Graduate,Freelancer,17,Renovation,,,,,0
Business,114902,4079759,240,479264,0,3,Not Graduate,Salaried,11,Purchase,,,,,0
Business,55367,1521474,12,134467,0,1,Not Graduate,Freelancer,1,Business Expansion,,,,,0
Business,38690,3070257,36,745686,0,4,Not Graduate,Salaried,21,Business Expansion,,,,,0
Business,32206,612491,60,160823,1,0,Not Graduate,Business Owner,6,Business Expansion,,,,,1
Business,126426,379135,60,76642,1,0,Not Graduate,Freelancer,20,Renovation,,,,,1
Business,116641,4635940,36,974231,1,2,Not Graduate,Salaried,8,Education,,,,,0
Business,78625,3245267,12,965064,1,0,Graduate,Self-Employed,22,Purchase,,,,,0
Business,157339,453517,12,66213,0,4,Graduate,Self-Employed,20,Education,,,,,0
Business,123589,4680137,12,728034,0,1,Graduate,Self-Employed,4,Renovation,,,,,0
Business,87207,2154044,36,355244,1,4,Not Graduate,Freelancer,24,Business Expansion,,,,,0
Business,50598,4550511,24,989472,1,2,Not Graduate,Self-Employed,27,Business Expansion,,,,,0
Business,88458,2532726,12,557794,1,3,Graduate,Business Owner,18,Business Expansion,,,,,0
Business,20955,243044,240,34342,1,0,Not Graduate,Self-Employed,2,Education,,,,,1
Business,151026,545857,240,149011,1,2,Not Graduate,Self-Employed,1,Purchase,,,,,1
Business,34914,1232187,36,346756,1,3,Graduate,Self-Employed,5,Business Expansion,,,,,0
Business,164381,2929943,60,863019,1,4,Graduate,Salaried,9,Business Expansion,,,,,1
Business,108808,4682077,60,1030843,1,1,Not Graduate,Self-Employed,18,Refinance,,,,,0
Business,69266,2557931,12,443389,0,2,Graduate,Self-Employed,13,Education,,,,,0
Business,131684,3654488,12,669405,0,0,Graduate,Salaried,29,Renovation,,,,,0
Business,151467,425250,36,99453,0,2,Graduate,Self-Employed,19,Education,,,,,0
Business,74091,3171965,12,390653,0,4,Not Graduate,Self-Employed,27,Renovation,,,,,0
Business,77207,974073,12,171076,1,2,Not Graduate,Salaried,23,Business Expansion,,,,,0
Business,159719,4534425,120,579801,1,0,Not Graduate,Salaried,1,Purchase,,,,,1
Business,176480,1262534,360,142531,0,3,Graduate,Freelancer,20,Business Expansion,,,,,0
Business,72250,1451150,360,251280,0,0,Not Graduate,Business Owner,20,Education,,,,,0
Business,118828,4735197,360,910943,1,0,Graduate,Business Owner,9,Education,,,,,1
Business,94827,3893711,240,789641,1,2,Not Graduate,Business Owner,12,Refinance,,,,,1
Business,151782,3338111,240,943459,1,4,Not Graduate,Freelancer,30,Education,,,,,1
Business,23479,277470,12,63936,0,1,Not Graduate,Self-Employed,0,Purchase,,,,,0
Business,112873,3541709,240,731383,0,2,Graduate,Freelancer,26,Refinance,,,,,0
Business,111908,3786034,240,992666,0,2,Not Graduate,Freelancer,9,Renovation,,,,,0
Business,181537,2340911,180,569087,1,0,Not Graduate,Freelancer,12,Refinance,,,,,1
Business,142877,833726,180,67716,1,2,Graduate,Freelancer,3,Refinance,,,,,1
Business,72843,1981854,360,455715,0,0,Graduate,Freelancer,14,Renovation,,,,,0
Business,53924,2964574,240,293887,0,4,Graduate,Self-Employed,1,Education,,,,,0
Business,185480,2502708,12,582731,0,0,Not Graduate,Business Owner,8,Business Expansion,,,,,0
Business,100471,3386870,360,558037,0,0,Not Graduate,Self-Employed,18,Education,,,,,0
Business,166186,558026,12,101991,1,1,Not Graduate,Salaried,19,Purchase,,,,,1
Business,36129,1480269,240,109158,0,1,Not Graduate,Self-Employed,4,Renovation,,,,,0
Business,180285,1649955,180,388205,0,0,Not Graduate,Self-Employed,9,Refinance,,,,,0
Business,128913,707165,12,206300,1,4,Not Graduate,Freelancer,22,Purchase,,,,,1
Business,179720,2513551,120,238593,1,1,Not Graduate,Self-Employed,4,Education,,,,,1
Business,153557,1253839,60,111697,0,2,Graduate,Self-Employed,21,Refinance,,,,,0
Business,144110,1510000,36,140981,1,0,Graduate,Freelancer,11,Renovation,,,,,1
Business,19730,2745591,180,456086,0,2,Graduate,Business Owner,20,Renovation,,,,,0
Business,188764,2456257,360,594041,1,2,Not Graduate,Freelancer,17,Business Expansion,,,,,1
Business,82979,2111273,24,296343,0,2,Not Graduate,Business Owner,14,Refinance,,,,,0
Business,195988,969333,120,267504,0,2,Graduate,Salaried,11,Renovation,,,,,0
Business,30880,1617367,36,457320,0,2,Graduate,Freelancer,13,Purchase,,,,,0
Business,175647,2618946,360,404573,1,0,Not Graduate,Self-Employed,19,Education,,,,,1
Business,30307,1899188,24,218053,0,1,Graduate,Freelancer,7,Refinance,,,,,0
Business,40483,2226381,12,378770,0,0,Graduate,Salaried,15,Purchase,,,,,0
Business,108264,4927619,36,365926,1,1,Not Graduate,Self-Employed,8,Refinance,,,,,0
Business,16413,930220,120,228721,0,0,Graduate,Freelancer,20,Renovation,,,,,0
Business,77146,539029,36,61265,1,2,Graduate,Freelancer,8,Education,,,,,1
Business,65886,4153795,120,874545,0,0,Graduate,Business Owner,14,Refinance,,,,,0
Business,29107,1649276,60,336170,0,2,Graduate,Business Owner,26,Renovation,,,,,0
Business,139614,2502916,36,503326,1,4,Not Graduate,Freelancer,22,Business Expansion,,,,,1
Business,186337,2916168,360,235830,0,3,Graduate,Business Owner,19,Business Expansion,,,,,0
Business,115285,1423687,12,181832,0,3,Not Graduate,Freelancer,13,Refinance,,,,,0
Business,174483,2339211,24,117766,0,4,Not Graduate,Freelancer,8,Education,,,,,0
Business,192690,2761002,24,791135,1,1,Not Graduate,Freelancer,19,Refinance,,,,,1
Business,88096,1840477,120,399885,0,3,Graduate,Freelancer,12,Business Expansion,,,,,0
Business,81325,2141162,36,209446,1,0,Graduate,Business Owner,30,Education,,,,,0
Business,167687,526073,180,68323,0,1,Not Graduate,Business Owner,2,Business Expansion,,,,,0
Business,37040,3586921,180,1054677,1,0,Not Graduate,Self-Employed,18,Purchase,,,,,1
Business,117010,2065585,180,316946,0,1,Not Graduate,Self-Employed,24,Renovation,,,,,0
Business,108420,347554,180,73542,1,0,Graduate,Salaried,5,Refinance,,,,,1
Business,147102,1099637,240,289888,0,2,Graduate,Business Owner,5,Education,,,,,0
Business,52609,1387473,240,219436,1,1,Not Graduate,Salaried,23,Refinance,,,,,1
Business,97021,1158391,36,328754,1,0,Not Graduate,Self-Employed,5,Education,,,,,1
Business,128528,4282593,36,238007,1,2,Not Graduate,Self-Employed,27,Business Expansion,,,,,0
Business,177336,262510,240,55352,0,1,Not Graduate,Freelancer,10,Purchase,,,,,0
Business,111198,2309196,180,289994,1,0,Graduate,Freelancer,14,Refinance,,,,,1
Business,53701,1659756,60,310087,0,3,Not Graduate,Business Owner,28,Business Expansion,,,,,0
Business,109982,693076,180,48232,0,0,Graduate,Salaried,12,Purchase,,,,,0
Business,158875,1059565,120,206607,1,2,Graduate,Salaried,12,Education,,,,,1
Business,125665,145745,180,7446,1,1,Not Graduate,Freelancer,17,Education,,,,,1
Business,24265,3956584,24,1034243,1,1,Not Graduate,Freelancer,7,Business Expansion,,,,,0
Business,171424,3746691,120,923185,1,1,Graduate,Freelancer,25,Education,,,,,1
Business,110277,4110426,120,933939,1,4,Not Graduate,Freelancer,22,Business Expansion,,,,,1
Business,109932,2911844,180,855756,1,1,Not Graduate,Self-Employed,24,Refinance,,,,,1
Business,105095,2979359,120,460982,1,1,Not Graduate,Salaried,6,Refinance,,,,,1
Business,41881,2965316,12,240316,1,2,Graduate,Freelancer,3,Refinance,,,,,0
Business,62181,4836142,36,1206541,0,3,Not Graduate,Self-Employed,26,Renovation,,,,,0
Business,128328,466835,180,45132,0,4,Not Graduate,Salaried,26,Renovation,,,,,0
Business,172816,3125706,60,185926,0,2,Not Graduate,Freelancer,20,Business Expansion,,,,,0
Business,48479,1548922,240,130152,0,0,Graduate,Business Owner,28,Education,,,,,0
Business,186708,2664930,360,434185,1,0,Graduate,Freelancer,25,Refinance,,,,,1
Business,123154,2694348,12,376396,1,4,Graduate,Salaried,17,Refinance,,,,,0
Business,111771,1502521,12,264331,1,2,Graduate,Self-Employed,5,Business Expansion,,,,,0
Business,135051,4072138,24,259516,0,0,Not Graduate,Freelancer,17,Purchase,,,,,0
Business,40454,1576797,360,267725,1,0,Not Graduate,Salaried,5,Purchase,,,,,1
Business,93730,1361647,60,374521,1,2,Graduate,Business Owner,30,Refinance,,,,,1
Business,181429,1116819,360,135739,1,1,Not Graduate,Salaried,4,Refinance,,,,,1
Business,197988,1703215,60,492056,0,0,Not Graduate,Self-Employed,14,Education,,,,,0
Business,154565,2626083,120,368804,1,1,Not Graduate,Freelancer,22,Business Expansion,,,,,1
Business,171373,4313466,240,1041033,0,2,Not Graduate,Freelancer,20,Renovation,,,,,0
Business,90378,2314331,24,455072,0,3,Graduate,Freelancer,6,Renovation,,,,,0
Business,69234,227023,36,56404,1,4,Graduate,Freelancer,1,Renovation,,,,,1
Business,64197,4155763,360,1118795,1,2,Graduate,Business Owner,20,Refinance,,,,,1
Business,78726,192810,180,20247,0,4,Not Graduate,Freelancer,23,Refinance,,,,,0
Business,117974,2188039,60,557208,1,3,Graduate,Self-Employed,26,Renovation,,,,,1
Business,69924,1704033,120,506619,0,1,Not Graduate,Self-Employed,12,Purchase,,,,,0
Business,39348,4484669,24,753334,1,0,Not Graduate,Freelancer,15,Business Expansion,,,,,0
Business,172999,73748,180,5103,1,2,Not Graduate,Business Owner,4,Refinance,,,,,1
Business,128222,646616,120,183455,0,2,Graduate,Freelancer,2,Renovation,,,,,0
Business,155364,4374523,180,352757,1,4,Graduate,Self-Employed,14,Renovation,,,,,1
Business,172058,3786642,180,520770,0,0,Graduate,Business Owner,12,Renovation,,,,,0
Business,159409,1067384,360,103290,0,2,Graduate,Freelancer,9,Education,,,,,0
Business,102624,4850751,120,629038,1,1,Not Graduate,Salaried,25,Renovation,,,,,1
Business,174426,4499286,120,1323276,0,0,Not Graduate,Salaried,19,Refinance,,,,,0
Business,99484,3003777,180,550350,0,0,Not Graduate,Freelancer,24,Purchase,,,,,0
Business,102184,2566933,240,751966,1,3,Not Graduate,Salaried,14,Refinance,,,,,1
Business,156433,3625959,36,860979,0,1,Not Graduate,Freelancer,27,Education,,,,,0
Business,121535,3069962,240,296576,0,3,Graduate,Salaried,12,Renovation,,,,,0
Business,66540,1045966,36,120609,0,4,Not Graduate,Freelancer,13,Purchase,,,,,0
Business,160534,4534720,180,556495,1,3,Graduate,Freelancer,18,Renovation,,,,,1
Business,176769,1347120,12,329348,1,1,Not Graduate,Business Owner,10,Renovation,,,,,1
Business,68382,587268,120,125362,0,3,Graduate,Business Owner,10,Business Expansion,,,,,0
Business,180656,808547,24,219519,1,1,Graduate,Freelancer,12,Renovation,,,,,1
Business,73486,2209346,360,346534,1,3,Not Graduate,Business Owner,17,Purchase,,,,,1
Business,126395,2775993,24,206476,0,0,Not Graduate,Freelancer,30,Education,,,,,0
Business,139537,3418372,12,464883,1,1,Not Graduate,Freelancer,30,Refinance,,,,,0
Business,36032,3394989,180,184670,0,2,Graduate,Freelancer,20,Business Expansion,,,,,0
Business,24359,3233854,360,199751,1,3,Graduate,Business Owner,29,Purchase,,,,,1
Business,16591,3974752,120,253835,1,0,Graduate,Business Owner,13,Business Expansion,,,,,0
Business,66000,3713006,60,798597,1,2,Graduate,Self-Employed,14,Refinance,,,,,0
Business,93891,2911974,36,262329,1,3,Graduate,Business Owner,24,Renovation,,,,,0
Business,58832,1184876,12,334262,0,1,Not Graduate,Salaried,6,Refinance,,,,,0
Business,173635,4042861,180,645648,0,1,Not Graduate,Salaried,3,Education,,,,,0
Business,187015,3443635,360,174817,0,1,Graduate,Freelancer,9,Business Expansion,,,,,0
Business,146268,3734072,360,327758,1,1,Not Graduate,Self-Employed,21,Renovation,,,,,1
Business,97962,958535,12,73204,1,2,Not Graduate,Self-Employed,23,Renovation,,,,,0
