Loan_Type,Income,LoanAmount,Tenure,DownPayment,Credit_History,Dependents,Education,EmploymentType,Experience,LoanPurpose,PropertyValue,GoldValue,SecurityValue,CoApplicantIncome,Loan_Approved
Car,86533,4088016,180,805530,0,3,Graduate,Business Owner,27,Education,,,,,0
Car,26779,4358864,36,274019,0,4,Not Graduate,Freelancer,30,Education,,,,,0
Car,112045,4367672,180,940461,0,0,Not Graduate,Business Owner,10,Refinance,,,,,0
Car,160928,160163,360,16431,0,4,Not Graduate,Freelancer,22,Renovation,,,,,0
Car,103233,3924362,60,1092824,1,0,Not Graduate,Business Owner,5,Education,,,,,1
Car,92963,945031,60,213740,0,0,Graduate,Self-Employed,10,Purchase,,,,,0
Car,119919,2434179,240,164109,0,1,Not Graduate,Freelancer,11,Renovation,,,,,0
Car,135947,936315,360,137742,1,0,Graduate,Freelancer,16,Education,,,,,1
Car,119090,1064085,60,64743,1,4,Graduate,Business Owner,14,Renovation,,,,,1
Car,183150,2958537,360,162755,0,1,Graduate,Self-Employed,1,Business Expansion,,,,,0
Car,106700,1991293,36,99727,1,1,Graduate,Freelancer,18,Refinance,,,,,1
Car,153289,3509097,24,990523,0,0,Graduate,Salaried,24,Renovation,,,,,0
Car,118294,3180216,240,321071,0,2,Graduate,Freelancer,30,Purchase,,,,,0
Car,116793,1826921,60,497113,1,0,Not Graduate,Salaried,15,Business Expansion,,,,,1
Car,75302,1737777,360,393500,0,0,Graduate,Business Owner,8,Education,,,,,0
Car,109076,628073,180,60390,0,2,Not Graduate,Freelancer,2,Education,,,,,0
Car,174645,4316901,240,339856,0,4,Graduate,Freelancer,10,Education,,,,,0
Car,77143,711852,240,142381,1,3,Graduate,Freelancer,10,Education,,,,,1
Car,165377,205413,180,32260,0,3,Graduate,Freelancer,30,Refinance,,,,,0
Car,54773,2837563,60,249805,1,0,Graduate,Freelancer,0,Renovation,,,,,0
Car,155052,3668073,240,710112,0,3,Not Graduate,Business Owner,6,Purchase,,,,,0
Car,180912,4145191,240,911008,1,4,Not Graduate,Salaried,2,Business Expansion,,,,,1
Car,128949,1879478,12,94286,1,3,Graduate,Self-Employed,10,Business Expansion,,,,,0
Car,70603,1888703,12,501124,0,0,Not Graduate,Self-Employed,30,Education,,,,,0
Car,137760,4714086,360,1056366,0,4,Graduate,Business Owner,4,Purchase,,,,,0
Car,37603,243276,24,49236,1,4,Not Graduate,Salaried,9,Education,,,,,1
Car,188354,2475495,24,201229,1,4,Not Graduate,Freelancer,25,Purchase,,,,,0
Car,133891,3742718,240,314824,0,4,Graduate,Freelancer,16,Refinance,,,,,0
Car,137535,2629717,360,402975,0,2,Not Graduate,Salaried,18,Purchase,,,,,0
Car,55186,4854679,12,1347708,0,0,Not Graduate,Business Owner,3,Education,,,,,0
Car,152907,4315371,180,988691,1,3,Not Graduate,Salaried,9,Refinance,,,,,1
Car,125427,3105286,120,533563,0,1,Graduate,Business Owner,27,Education,,,,,0
Car,138706,1919281,36,554998,1,1,Not Graduate,Freelancer,21,Business Expansion,,,,,1
Car,86874,3635343,36,509862,1,3,Graduate,Business Owner,0,Purchase,,,,,0
Car,117704,4643195,12,1390640,0,1,Not Graduate,Salaried,30,Refinance,,,,,0
Car,117485,4817487,36,678178,1,2,Graduate,Self-Employed,30,Education,,,,,0
Car,126360,3074598,24,461315,1,3,Not Graduate,Business Owner,16,Refinance,,,,,0
Car,168963,4918907,180,969519,1,0,Not Graduate,Self-Employed,7,Purchase,,,,,1
Car,31452,1863372,120,548705,0,2,Not Graduate,Salaried,6,Renovation,,,,,0
Car,17580,2920900,240,546919,0,1,Not Graduate,Business Owner,24,Education,,,,,0
Car,141725,3992263,12,815891,1,4,Not Graduate,Self-Employed,3,Education,,,,,0
Car,167375,4130120,24,1103362,0,0,Graduate,Self-Employed,13,Refinance,,,,,0
Car,53917,2640991,60,137078,1,4,Graduate,Self-Employed,26,Business Expansion,,,,,0
Car,33165,1503302,120,226852,1,2,Graduate,Freelancer,5,Education,,,,,1
Car,47404,3682201,240,289989,0,2,Not Graduate,Salaried,25,Business Expansion,,,,,0
Car,91592,4906280,180,1393098,0,1,Not Graduate,Freelancer,12,Purchase,,,,,0
Car,193872,4947784,360,891101,0,4,Not Graduate,Self-Employed,19,Purchase,,,,,0
Car,47367,1197819,12,70313,0,4,Graduate,Self-Employed,3,Renovation,,,,,0
Car,123424,3833964,60,597515,0,3,Graduate,Freelancer,13,Business Expansion,,,,,0
Car,20770,2837753,180,452265,0,0,Not Graduate,Business Owner,10,Refinance,,,,,0
Car,95024,3446570,120,359188,0,0,Not Graduate,Self-Employed,15,Renovation,,,,,0
Car,169723,1714530,240,176310,1,0,Graduate,Self-Employed,18,Education,,,,,1
Car,144878,1150566,36,303890,1,3,Graduate,Self-Employed,26,Refinance,,,,,1
Car,81886,4450220,24,646051,1,0,Graduate,Self-Employed,19,Purchase,,,,,0
Car,94797,2745768,120,215112,0,3,Not Graduate,Business Owner,19,Education,,,,,0
Car,39011,1239918,180,130073,0,3,Graduate,Freelancer,19,Business Expansion,,,,,0
Car,108998,3521559,24,885493,0,1,Not Graduate,Freelancer,13,Refinance,,,,,0
Car,107960,3375860,24,469944,1,2,Not Graduate,Salaried,1,Purchase,,,,,0
Car,65646,1290319,60,125887,1,1,Not Graduate,Salaried,8,Refinance,,,,,1
Car,67189,1720111,180,193150,1,2,Not Graduate,Self-Employed,26,Business Expansion,,,,,1
Car,129121,4487853,240,350732,0,2,Graduate,Business Owner,10,Renovation,,,,,0
Car,142063,1921924,240,454559,0,3,Graduate,Business Owner,25,Purchase,,,,,0
Car,101891,325433,120,76773,0,3,Not Graduate,Business Owner,28,Renovation,,,,,0
Car,36999,2565803,120,151201,1,2,Not Graduate,Business Owner,9,Purchase,,,,,0
Car,69102,4113878,24,460658,1,3,Graduate,Self-Employed,12,Renovation,,,,,0
Car,119658,2516235,120,617893,1,3,Graduate,Self-Employed,22,Purchase,,,,,1
Car,45488,2736107,360,440625,1,4,Not Graduate,Business Owner,21,Business Expansion,,,,,1
Car,154840,1563234,24,191171,1,2,Not Graduate,Freelancer,25,Renovation,,,,,1
Car,166414,4960566,12,1030797,0,3,Graduate,Business Owner,6,Business Expansion,,,,,0
Car,129048,4825317,240,939189,0,2,Graduate,Freelancer,22,Business Expansion,,,,,0
Car,84800,4464880,60,792307,0,2,Not Graduate,Salaried,28,Purchase,,,,,0
Car,27552,4025377,12,633650,0,2,Not Graduate,Freelancer,22,Purchase,,,,,0
Car,124379,4026404,36,1052926,1,0,Graduate,Salaried,4,Business Expansion,,,,,0
Car,165344,75706,180,14528,1,1,Not Graduate,Business Owner,16,Business Expansion,,,,,1
Car,188207,170046,240,11633,0,4,Not Graduate,Self-Employed,28,Business Expansion,,,,,0
Car,82357,2043857,360,496110,0,4,Not Graduate,Business Owner,29,Education,,,,,0
Car,170849,3257282,24,491296,0,4,Graduate,Salaried,25,Purchase,,,,,0
Car,123558,1901668,12,563497,1,1,Not Graduate,Freelancer,4,Business Expansion,,,,,0
Car,150932,1080399,24,106875,1,0,Not Graduate,Salaried,20,Education,,,,,1
Car,21405,235566,36,27561,1,2,Graduate,Freelancer,26,Business Expansion,,,,,1
Car,70846,4815161,60,752517,0,3,Not Graduate,Business Owner,18,Refinance,,,,,0
Car,98372,3267824,36,367602,0,3,Not Graduate,Salaried,24,Renovation,,,,,0
Car,121620,3600320,120,796019,1,1,Graduate,Business Owner,28,Education,,,,,1
Car,73110,4387723,12,969597,1,1,Not Graduate,Salaried,25,Purchase,,,,,0
Car,192413,1589699,36,220437,1,3,Graduate,Salaried,2,Purchase,,,,,1
Car,93685,884637,240,186442,0,4,Graduate,Business Owner,21,Refinance,,,,,0
Car,131218,2181187,120,431549,1,2,Graduate,Self-Employed,6,Renovation,,,,,1
Car,118307,3036731,360,879482,1,0,Graduate,Salaried,24,Purchase,,,,,1
Car,183609,2620318,360,562400,1,1,Graduate,Salaried,13,Education,,,,,1
Car,146417,3940990,60,883485,1,4,Graduate,Business Owner,2,Business Expansion,,,,,1
Car,174810,1349136,360,231186,0,4,Not Graduate,Salaried,11,Refinance,,,,,0
Car,99312,1826011,60,403828,1,2,Not Graduate,Salaried,16,Purchase,,,,,1
Car,70139,4579892,24,929051,0,1,Not Graduate,Freelancer,18,Purchase,,,,,0
Car,45344,1051952,36,95998,0,1,Not Graduate,Self-Employed,25,Renovation,,,,,0
Car,73309,3198297,12,331962,1,4,Not Graduate,Business Owner,9,Refinance,,,,,0
Car,63115,4516798,60,1323896,0,1,Not Graduate,Business Owner,16,Renovation,,,,,0
Car,133651,3767877,180,1045407,1,2,Not Graduate,Salaried,15,Renovation,,,,,1
Car,152763,159230,240,19485,0,0,Graduate,Freelancer,10,Renovation,,,,,0
Car,192295,4116893,180,698775,0,4,Graduate,Salaried,27,Refinance,,,,,0
Car,190175,3901841,360,669446,1,2,Not Graduate,Freelancer,2,Refinance,,,,,1
Car,49389,4536546,120,799581,1,4,Graduate,Self-Employed,2,Refinance,,,,,0
Car,173003,2635887,36,580348,0,1,Graduate,Business Owner,12,Business Expansion,,,,,0
Car,60339,3945343,360,758655,1,0,Not Graduate,Freelancer,24,Education,,,,,1
Car,20260,924556,12,107899,1,4,Not Graduate,Self-Employed,19,Refinance,,,,,0
Car,161238,2754535,12,718861,1,2,Not Graduate,Business Owner,24,Purchase,,,,,0
Car,126643,1478588,120,160258,1,2,Not Graduate,Freelancer,24,Business Expansion,,,,,1
Car,82020,2536449,180,380144,1,0,Not Graduate,Freelancer,8,Education,,,,,1
Car,34099,2349621,120,672197,0,3,Graduate,Business Owner,27,Education,,,,,0
Car,196019,4712689,36,971919,0,0,Graduate,Business Owner,1,Refinance,,,,,0
Car,73165,792738,180,74987,1,1,Not Graduate,Self-Employed,11,Renovation,,,,,1
Car,130717,4757370,36,305111,1,4,Not Graduate,Salaried,14,Refinance,,,,,0
Car,158255,3883807,180,325133,0,4,Not Graduate,Freelancer,16,Renovation,,,,,0
Car,81373,681074,36,139414,0,4,Not Graduate,Business Owner,15,Refinance,,,,,0
Car,176349,434289,60,60811,0,0,Not Graduate,Self-Employed,25,Business Expansion,,,,,0
Car,158153,3732351,12,965220,0,4,Graduate,Self-Employed,5,Refinance,,,,,0
Car,138659,832526,240,81417,1,3,Graduate,Self-Employed,7,Education,,,,,1
Car,85111,2433312,180,462252,0,4,Graduate,Business Owner,27,Refinance,,,,,0
Car,133833,1185590,120,270279,0,3,Graduate,Freelancer,30,Education,,,,,0
